,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
1463,15,0,0.0,54,30,46,15,3.0,8.0,,,2.0,9.0,10.0,18.0,80.0,4.0,4.0,2.0,,
1464,16,1,3.0,57,60,43,34,10.0,5.0,,,6.0,9.0,22.0,41.0,145.0,6.0,7.0,1.0,4.0,6.0
1465,17,1,3.0,57,57,43,28,7.0,6.0,,,8.0,14.0,,,146.0,6.0,4.0,1.0,7.0,6.0
1466,18,1,3.0,72,42,28,11,3.0,5.0,,,5.0,7.0,25.0,31.0,94.0,6.0,6.0,6.0,,
1467,19,0,0.0,53,18,47,9,3.0,4.0,,,1.0,8.0,7.0,15.0,50.0,1.0,2.0,2.0,,
1468,20,0,1.0,47,44,53,27,18.0,14.0,,,5.0,12.0,,,111.0,3.0,6.0,3.0,4.0,
1469,21,1,3.0,59,38,41,19,6.0,3.0,,,7.0,11.0,,,111.0,7.0,7.0,6.0,,
1470,22,0,2.0,58,53,42,27,13.0,7.0,,,6.0,14.0,,,134.0,6.0,3.0,4.0,7.0,2.0
1471,23,0,0.0,56,29,44,16,7.0,8.0,,,1.0,3.0,8.0,20.0,63.0,4.0,4.0,1.0,,
1472,24,0,0.0,56,45,44,22,14.0,4.0,,,1.0,2.0,,,90.0,4.0,6.0,3.0,,
1473,25,0,0.0,47,10,53,10,4.0,5.0,,,0.0,9.0,8.0,20.0,45.0,1.0,0.0,1.0,,
1474,26,0,0.0,63,20,37,11,1.0,5.0,,,0.0,3.0,,,51.0,4.0,2.0,0.0,,
1475,27,0,1.0,48,56,52,40,12.0,10.0,,,1.0,5.0,24.0,40.0,137.0,7.0,4.0,6.0,2.0,
1476,28,0,1.0,64,36,36,14,7.0,5.0,,,3.0,9.0,,,84.0,3.0,1.0,6.0,3.0,
1477,29,0,1.0,58,52,42,27,14.0,2.0,,,4.0,6.0,,,110.0,4.0,7.0,4.0,4.0,
1478,30,1,3.0,56,64,44,40,8.0,7.0,,,6.0,11.0,,,170.0,6.0,4.0,6.0,4.0,6.0
1479,31,1,3.0,63,56,37,27,7.0,5.0,,,7.0,17.0,,,140.0,6.0,6.0,6.0,7.0,
1480,32,1,3.0,56,34,44,12,10.0,3.0,,,8.0,15.0,21.0,28.0,93.0,6.0,6.0,6.0,,
1481,33,0,0.0,52,33,48,19,9.0,4.0,,,2.0,7.0,,,82.0,4.0,4.0,4.0,,
1482,34,1,3.0,63,51,37,19,28.0,4.0,,,3.0,12.0,12.0,20.0,116.0,6.0,7.0,6.0,,
1483,35,1,3.0,65,45,35,13,9.0,4.0,,,6.0,16.0,12.0,20.0,111.0,6.0,6.0,6.0,,
1484,36,0,1.0,46,29,54,27,10.0,5.0,,,3.0,8.0,13.0,21.0,91.0,6.0,6.0,2.0,,
1485,37,0,0.0,49,29,51,18,9.0,9.0,,,1.0,3.0,5.0,13.0,65.0,3.0,2.0,5.0,,
1486,38,1,3.0,64,61,36,30,5.0,7.0,,,9.0,22.0,18.0,28.0,163.0,6.0,3.0,6.0,6.0,6.0
1487,39,1,3.0,57,47,43,30,11.0,7.0,,,6.0,13.0,,,135.0,4.0,6.0,6.0,6.0,
1488,40,1,3.0,58,60,42,26,24.0,4.0,,,4.0,18.0,16.0,24.0,145.0,7.0,4.0,6.0,6.0,
1489,41,0,0.0,56,18,44,10,1.0,5.0,,,0.0,2.0,5.0,10.0,45.0,0.0,2.0,3.0,,
1490,42,1,3.0,84,33,16,4,5.0,1.0,,,9.0,13.0,8.0,12.0,81.0,6.0,6.0,6.0,,
1491,43,1,3.0,64,38,36,18,10.0,1.0,,,4.0,11.0,,,93.0,6.0,6.0,6.0,,
1492,44,1,3.0,58,31,42,16,10.0,4.0,,,7.0,12.0,16.0,17.0,86.0,6.0,6.0,6.0,,
1493,45,0,2.0,48,66,52,46,21.0,15.0,,,7.0,18.0,,,176.0,6.0,6.0,6.0,2.0,6.0
1494,46,1,3.0,64,82,36,33,2.0,6.0,,,5.0,12.0,21.0,42.0,181.0,7.0,2.0,6.0,5.0,7.0
1495,47,0,1.0,55,47,45,26,8.0,5.0,,,3.0,7.0,22.0,39.0,114.0,6.0,2.0,4.0,1.0,
1496,48,1,3.0,52,43,48,27,13.0,9.0,,,8.0,16.0,,,132.0,6.0,3.0,1.0,6.0,6.0
1497,49,0,0.0,54,21,46,13,3.0,7.0,,,1.0,3.0,8.0,15.0,55.0,1.0,2.0,2.0,,
1498,50,1,3.0,45,34,55,27,6.0,4.0,,,6.0,21.0,,,115.0,6.0,6.0,6.0,,
1499,51,1,3.0,64,50,36,20,8.0,3.0,,,3.0,11.0,,,115.0,6.0,6.0,7.0,,
1500,52,1,3.0,57,48,43,27,5.0,1.0,,,4.0,10.0,,,116.0,7.0,6.0,7.0,,
1501,53,1,3.0,51,40,49,29,8.0,6.0,,,6.0,11.0,,,124.0,7.0,2.0,6.0,6.0,
1502,54,0,1.0,49,32,51,28,14.0,10.0,,,7.0,12.0,12.0,25.0,110.0,3.0,6.0,3.0,4.0,
1503,55,1,3.0,62,62,38,31,13.0,4.0,,,4.0,13.0,26.0,29.0,163.0,6.0,6.0,6.0,7.0,
1504,56,0,0.0,63,31,37,12,2.0,6.0,,,1.0,2.0,33.0,60.0,61.0,2.0,4.0,3.0,,
1505,57,1,3.0,57,60,43,37,8.0,8.0,,,3.0,14.0,,,157.0,7.0,6.0,3.0,7.0,
1506,58,0,1.0,46,41,54,36,14.0,5.0,,,4.0,9.0,,,124.0,3.0,6.0,5.0,5.0,
1507,59,1,3.0,56,60,44,31,5.0,3.0,,,8.0,12.0,27.0,29.0,151.0,4.0,6.0,6.0,4.0,6.0
1508,60,0,0.0,66,37,34,16,1.0,3.0,,,3.0,7.0,37.0,64.0,88.0,6.0,3.0,2.0,,
1509,61,1,3.0,63,90,37,29,38.0,8.0,,,3.0,11.0,48.0,81.0,167.0,6.0,3.0,6.0,7.0,7.0
1510,62,0,0.0,54,30,46,15,0.0,5.0,,,0.0,1.0,10.0,15.0,63.0,4.0,3.0,1.0,,
1511,63,1,3.0,53,50,47,35,20.0,6.0,,,4.0,15.0,21.0,27.0,126.0,7.0,4.0,6.0,6.0,
1512,64,0,0.0,53,35,47,19,8.0,5.0,,,3.0,10.0,20.0,29.0,97.0,3.0,5.0,5.0,,
1513,65,1,2.0,58,24,42,13,3.0,3.0,,,1.0,2.0,,,51.0,7.0,1.0,,,
1514,66,0,1.0,71,69,29,18,17.0,3.0,,,3.0,9.0,24.0,39.0,140.0,4.0,6.0,6.0,5.0,
1515,67,1,3.0,63,44,37,12,9.0,2.0,,,6.0,18.0,33.0,56.0,102.0,6.0,6.0,6.0,,
1516,68,1,3.0,62,54,38,25,7.0,9.0,,,4.0,7.0,22.0,28.0,116.0,7.0,1.0,7.0,6.0,
1517,69,1,3.0,44,32,56,31,3.0,3.0,,,7.0,11.0,,,102.0,6.0,6.0,6.0,,
1518,70,1,3.0,57,42,43,29,7.0,0.0,,,3.0,3.0,,,105.0,6.0,6.0,7.0,,
1519,71,1,3.0,59,48,41,29,10.0,3.0,,,8.0,16.0,19.0,29.0,135.0,6.0,6.0,6.0,6.0,
1520,72,0,0.0,84,36,16,2,1.0,2.0,,,1.0,3.0,7.0,17.0,58.0,3.0,2.0,1.0,,
1521,73,0,1.0,58,77,42,34,25.0,7.0,,,1.0,8.0,15.0,24.0,150.0,6.0,6.0,7.0,4.0,
1522,74,0,0.0,65,34,35,10,4.0,3.0,,,2.0,10.0,23.0,43.0,65.0,4.0,4.0,1.0,,
1523,75,1,3.0,56,43,44,27,9.0,7.0,,,6.0,15.0,32.0,40.0,125.0,1.0,6.0,7.0,6.0,
1524,76,0,1.0,83,74,17,11,7.0,3.0,,,1.0,7.0,9.0,16.0,120.0,5.0,2.0,6.0,6.0,
1525,77,1,3.0,58,44,42,26,13.0,2.0,,,7.0,23.0,14.0,20.0,130.0,6.0,6.0,5.0,6.0,
1526,78,0,0.0,51,25,49,18,2.0,4.0,,,1.0,6.0,,,67.0,1.0,4.0,4.0,,
1527,79,1,3.0,69,30,31,11,3.0,0.0,,,8.0,14.0,9.0,10.0,84.0,6.0,6.0,6.0,,
1528,80,0,0.0,59,33,41,19,6.0,4.0,,,1.0,1.0,6.0,10.0,73.0,6.0,2.0,2.0,,
1529,81,1,3.0,63,66,37,23,6.0,3.0,,,4.0,11.0,,,145.0,1.0,6.0,3.0,6.0,6.0
1530,82,1,3.0,63,73,37,26,21.0,3.0,,,5.0,16.0,28.0,44.0,169.0,3.0,7.0,2.0,6.0,6.0
1531,83,0,2.0,66,66,34,22,11.0,2.0,,,4.0,10.0,45.0,79.0,127.0,6.0,6.0,2.0,3.0,5.0
1532,84,0,0.0,68,44,32,13,4.0,5.0,,,4.0,13.0,11.0,23.0,101.0,3.0,4.0,6.0,,
1533,85,1,3.0,52,33,48,23,8.0,3.0,,,7.0,19.0,,,104.0,7.0,6.0,6.0,,
1534,86,0,2.0,55,67,45,30,15.0,8.0,,,4.0,10.0,,,151.0,3.0,4.0,6.0,6.0,3.0
1535,87,0,2.0,57,57,43,39,11.0,8.0,,,6.0,11.0,21.0,36.0,151.0,4.0,7.0,6.0,6.0,1.0
1536,88,0,1.0,63,40,37,16,6.0,5.0,,,1.0,9.0,29.0,50.0,87.0,5.0,1.0,6.0,1.0,
1537,89,1,3.0,57,48,43,21,10.0,6.0,,,7.0,21.0,18.0,26.0,126.0,7.0,6.0,6.0,,
1538,90,0,0.0,56,41,44,24,7.0,4.0,,,5.0,18.0,13.0,22.0,114.0,6.0,4.0,5.0,,
1539,91,1,3.0,46,24,54,21,6.0,3.0,,,7.0,13.0,,,82.0,6.0,6.0,6.0,,
1540,92,0,0.0,63,52,37,21,12.0,6.0,,,1.0,2.0,37.0,59.0,98.0,5.0,6.0,4.0,,
1541,93,0,0.0,64,27,36,11,7.0,4.0,,,0.0,0.0,4.0,14.0,53.0,2.0,2.0,2.0,,
1542,94,0,0.0,57,29,43,13,11.0,9.0,,,3.0,9.0,12.0,22.0,76.0,4.0,3.0,4.0,,
1543,95,1,3.0,57,49,43,28,11.0,3.0,,,5.0,15.0,12.0,24.0,141.0,7.0,7.0,6.0,,
1544,96,0,1.0,53,46,47,24,25.0,4.0,,,3.0,7.0,12.0,21.0,99.0,3.0,6.0,4.0,2.0,
1545,97,1,3.0,67,66,33,19,28.0,6.0,,,4.0,8.0,23.0,38.0,134.0,6.0,6.0,6.0,6.0,
1546,98,1,3.0,56,46,44,33,18.0,2.0,,,4.0,8.0,14.0,19.0,116.0,3.0,7.0,6.0,6.0,
1547,99,1,3.0,60,47,40,20,7.0,2.0,,,8.0,26.0,15.0,19.0,136.0,6.0,6.0,4.0,6.0,
1548,100,0,0.0,65,27,35,9,1.0,0.0,,,0.0,1.0,9.0,18.0,54.0,3.0,0.0,2.0,,
1549,101,0,1.0,62,65,38,23,8.0,8.0,,,4.0,11.0,41.0,66.0,130.0,6.0,1.0,6.0,5.0,
1550,102,1,3.0,73,73,27,20,6.0,1.0,,,3.0,4.0,15.0,18.0,123.0,6.0,3.0,7.0,7.0,
1551,103,1,3.0,65,41,35,20,3.0,2.0,,,4.0,7.0,14.0,17.0,90.0,6.0,6.0,6.0,,
1552,104,0,0.0,59,30,41,10,2.0,3.0,,,1.0,2.0,10.0,21.0,54.0,0.0,2.0,2.0,,
1553,105,1,3.0,59,66,41,28,10.0,3.0,,,6.0,12.0,25.0,43.0,147.0,6.0,4.0,0.0,6.0,7.0
1554,106,1,3.0,57,43,43,21,9.0,6.0,,,7.0,12.0,12.0,21.0,109.0,6.0,6.0,2.0,6.0,
1555,107,1,3.0,52,49,48,37,11.0,2.0,,,4.0,7.0,24.0,31.0,128.0,6.0,7.0,3.0,6.0,
1556,108,0,0.0,62,40,38,15,0.0,2.0,,,0.0,2.0,21.0,39.0,74.0,6.0,2.0,2.0,,
1557,109,1,3.0,65,65,35,23,24.0,6.0,,,6.0,8.0,17.0,27.0,138.0,6.0,6.0,2.0,3.0,6.0
1558,110,0,1.0,47,50,53,43,16.0,8.0,,,2.0,9.0,25.0,37.0,132.0,3.0,2.0,7.0,6.0,
1559,111,1,3.0,58,39,42,14,11.0,1.0,,,6.0,14.0,13.0,17.0,93.0,6.0,6.0,6.0,,
1560,112,0,2.0,56,83,44,46,39.0,11.0,,,6.0,22.0,47.0,69.0,207.0,7.0,6.0,6.0,6.0,5.0
1561,113,1,3.0,65,68,35,23,13.0,4.0,,,5.0,16.0,33.0,42.0,164.0,7.0,3.0,7.0,7.0,
1562,114,1,3.0,70,61,30,17,6.0,4.0,,,4.0,7.0,11.0,17.0,110.0,7.0,6.0,6.0,,
1563,115,1,3.0,66,54,34,26,3.0,0.0,,,5.0,21.0,23.0,31.0,136.0,6.0,6.0,6.0,6.0,
1564,116,0,2.0,52,48,48,37,8.0,9.0,,,8.0,12.0,39.0,67.0,146.0,3.0,6.0,7.0,4.0,5.0
1565,117,0,1.0,69,55,31,20,4.0,2.0,,,2.0,4.0,19.0,37.0,114.0,7.0,1.0,4.0,4.0,
1566,118,0,1.0,58,51,42,19,3.0,3.0,,,3.0,6.0,29.0,42.0,110.0,6.0,1.0,6.0,2.0,
1567,119,0,2.0,63,53,37,29,5.0,3.0,,,4.0,15.0,38.0,53.0,137.0,3.0,1.0,6.0,6.0,3.0
1568,120,1,3.0,61,31,39,14,2.0,0.0,,,7.0,10.0,15.0,16.0,82.0,6.0,6.0,6.0,,
1569,121,0,1.0,56,29,44,23,2.0,4.0,,,2.0,10.0,10.0,21.0,87.0,3.0,2.0,6.0,0.0,
1570,122,1,3.0,55,37,45,20,4.0,4.0,,,4.0,11.0,31.0,42.0,107.0,6.0,6.0,6.0,,
1571,123,0,2.0,50,68,50,48,8.0,7.0,,,5.0,9.0,26.0,41.0,165.0,6.0,6.0,6.0,3.0,4.0
1572,124,1,3.0,71,51,29,16,3.0,1.0,,,4.0,4.0,22.0,28.0,102.0,6.0,7.0,6.0,,
1573,125,1,3.0,64,51,36,24,1.0,1.0,,,7.0,12.0,17.0,23.0,121.0,6.0,3.0,6.0,6.0,
1574,0,0,1.0,57,31,43,23,2.0,7.0,17.0,27.0,8.0,4.0,15.0,10.0,,5.0,7.0,1.0,,
1575,1,1,2.0,56,21,44,10,0.0,6.0,15.0,25.0,13.0,8.0,30.0,20.0,,6.0,6.0,,,
1576,2,0,0.0,63,20,37,10,0.0,4.0,8.0,24.0,4.0,1.0,19.0,13.0,,0.0,3.0,,,
1577,3,1,2.0,63,23,37,8,3.0,3.0,23.0,17.0,12.0,6.0,14.0,7.0,,6.0,6.0,,,
1578,4,1,2.0,60,20,40,9,1.0,4.0,17.0,15.0,11.0,7.0,13.0,12.0,,6.0,6.0,,,
1579,5,1,2.0,68,43,32,14,5.0,8.0,44.0,42.0,14.0,7.0,23.0,17.0,,6.0,6.0,6.0,,
1580,6,1,2.0,73,40,27,7,3.0,9.0,21.0,30.0,19.0,9.0,24.0,16.0,,4.0,6.0,6.0,,
1581,7,1,2.0,60,38,40,19,15.0,2.0,46.0,22.0,7.0,4.0,16.0,12.0,,6.0,5.0,6.0,,
1582,8,1,2.0,45,23,55,16,2.0,3.0,22.0,23.0,6.0,5.0,22.0,16.0,,6.0,7.0,,,
1583,9,1,2.0,54,19,46,15,6.0,0.0,12.0,9.0,8.0,4.0,5.0,4.0,,6.0,6.0,,,
1584,10,0,0.0,66,28,34,8,0.0,4.0,15.0,29.0,2.0,1.0,12.0,6.0,,4.0,1.0,,,
1585,11,1,2.0,58,17,42,8,3.0,2.0,20.0,12.0,7.0,7.0,12.0,10.0,,6.0,6.0,,,
1586,12,0,1.0,68,47,32,12,4.0,6.0,30.0,50.0,15.0,7.0,19.0,12.0,,6.0,3.0,6.0,,
1587,13,0,1.0,64,39,36,14,2.0,3.0,22.0,28.0,10.0,5.0,9.0,7.0,,6.0,5.0,4.0,,
1588,14,1,2.0,63,47,37,22,3.0,4.0,46.0,45.0,9.0,3.0,34.0,27.0,,4.0,6.0,6.0,,
1589,15,1,2.0,81,23,19,3,3.0,1.0,13.0,8.0,7.0,6.0,5.0,4.0,,6.0,6.0,,,
1590,16,1,2.0,68,48,32,17,2.0,6.0,24.0,38.0,18.0,4.0,30.0,19.0,,6.0,6.0,6.0,,
1591,17,1,2.0,51,25,49,16,0.0,0.0,14.0,23.0,16.0,5.0,17.0,12.0,,6.0,6.0,,,
1592,18,1,2.0,70,22,30,6,1.0,2.0,12.0,7.0,9.0,5.0,3.0,3.0,,6.0,6.0,,,
1593,19,1,2.0,51,26,49,17,0.0,1.0,16.0,13.0,8.0,5.0,14.0,9.0,,7.0,6.0,,,
1594,20,1,2.0,61,41,39,21,1.0,4.0,32.0,58.0,11.0,7.0,35.0,27.0,,3.0,7.0,7.0,,
1595,21,1,2.0,65,29,35,10,11.0,6.0,23.0,21.0,7.0,4.0,9.0,9.0,,6.0,7.0,,,
1596,22,1,2.0,70,25,30,8,2.0,2.0,12.0,15.0,9.0,6.0,8.0,5.0,,6.0,6.0,,,
1597,23,0,0.0,59,14,41,12,0.0,3.0,3.0,21.0,1.0,0.0,13.0,4.0,,3.0,1.0,,,
1598,24,0,0.0,53,30,47,13,4.0,3.0,32.0,41.0,10.0,2.0,29.0,19.0,,4.0,6.0,,,
1599,25,0,0.0,56,28,44,12,7.0,3.0,25.0,30.0,6.0,1.0,11.0,9.0,,4.0,5.0,,,
1600,26,1,2.0,79,30,21,5,0.0,2.0,13.0,23.0,11.0,5.0,9.0,7.0,,6.0,6.0,,,
1601,27,0,0.0,81,30,19,5,0.0,2.0,28.0,27.0,7.0,5.0,26.0,19.0,,4.0,6.0,,,
1602,28,1,2.0,44,17,56,14,2.0,3.0,16.0,9.0,11.0,5.0,6.0,6.0,,6.0,6.0,,,
1603,29,0,0.0,93,16,7,1,0.0,1.0,12.0,18.0,9.0,2.0,16.0,9.0,,3.0,1.0,,,
1604,30,0,0.0,57,16,43,7,3.0,3.0,15.0,19.0,1.0,0.0,10.0,5.0,,3.0,0.0,,,
1605,31,0,0.0,55,12,45,5,0.0,0.0,11.0,27.0,4.0,2.0,18.0,10.0,,1.0,2.0,,,
1606,32,1,2.0,68,34,32,14,2.0,3.0,28.0,27.0,18.0,7.0,22.0,15.0,,6.0,2.0,6.0,,
1607,33,1,2.0,65,25,35,8,3.0,5.0,16.0,19.0,10.0,7.0,8.0,7.0,,6.0,6.0,,,
1608,34,0,1.0,59,44,41,20,5.0,2.0,27.0,47.0,19.0,2.0,19.0,14.0,,4.0,6.0,5.0,,
1609,35,0,0.0,79,33,21,5,1.0,2.0,10.0,26.0,6.0,0.0,9.0,6.0,,2.0,1.0,,,
1610,36,1,2.0,42,24,58,15,8.0,6.0,33.0,25.0,6.0,4.0,16.0,7.0,,6.0,6.0,,,
1611,37,0,0.0,55,13,45,9,0.0,4.0,14.0,39.0,9.0,2.0,15.0,9.0,,2.0,2.0,,,
1612,38,0,0.0,74,21,26,6,0.0,4.0,14.0,27.0,2.0,2.0,7.0,5.0,,2.0,3.0,,,
1613,39,0,0.0,58,19,42,6,2.0,2.0,14.0,35.0,4.0,3.0,9.0,5.0,,5.0,1.0,,,
1614,40,0,0.0,57,21,43,15,5.0,3.0,18.0,21.0,4.0,1.0,26.0,11.0,,4.0,2.0,,,
1615,41,0,1.0,71,44,29,14,0.0,1.0,22.0,30.0,7.0,3.0,20.0,15.0,,1.0,6.0,4.0,,
1616,42,1,2.0,58,19,42,13,4.0,1.0,29.0,17.0,10.0,5.0,17.0,12.0,,6.0,6.0,,,
1617,43,1,2.0,67,20,33,8,2.0,0.0,24.0,11.0,10.0,5.0,16.0,14.0,,6.0,6.0,,,
1618,44,1,2.0,74,49,26,15,1.0,3.0,18.0,31.0,13.0,4.0,16.0,11.0,,6.0,2.0,7.0,,
1619,45,0,0.0,59,30,41,14,5.0,5.0,27.0,46.0,12.0,4.0,12.0,8.0,,5.0,4.0,,,
1620,46,1,2.0,82,27,18,7,0.0,0.0,6.0,14.0,6.0,4.0,2.0,2.0,,6.0,6.0,,,
1621,47,0,0.0,64,31,36,17,7.0,3.0,20.0,23.0,2.0,2.0,10.0,7.0,,4.0,6.0,,,
1622,48,1,2.0,55,21,45,11,4.0,2.0,4.0,2.0,5.0,4.0,,,,6.0,6.0,,,
1623,49,0,1.0,58,21,42,17,1.0,5.0,15.0,23.0,16.0,2.0,6.0,5.0,,2.0,6.0,1.0,,
1624,50,0,0.0,65,24,35,8,0.0,4.0,34.0,46.0,10.0,3.0,9.0,8.0,,2.0,5.0,,,
1625,51,1,2.0,51,16,49,12,1.0,1.0,14.0,10.0,14.0,6.0,12.0,10.0,,6.0,6.0,,,
1626,52,1,2.0,69,21,31,7,0.0,2.0,7.0,8.0,8.0,6.0,3.0,3.0,,6.0,6.0,,,
1627,53,0,1.0,63,45,37,17,9.0,10.0,29.0,56.0,16.0,5.0,22.0,16.0,,7.0,4.0,4.0,,
1628,54,0,0.0,63,13,47,4,0.0,5.0,8.0,22.0,5.0,2.0,5.0,3.0,,2.0,0.0,,,
1629,55,1,2.0,58,28,42,13,1.0,5.0,10.0,13.0,6.0,3.0,7.0,7.0,,6.0,6.0,,,
1630,56,1,2.0,64,51,36,19,0.0,10.0,26.0,42.0,9.0,5.0,19.0,14.0,,6.0,6.0,7.0,,
1631,57,0,0.0,68,27,32,15,0.0,3.0,15.0,33.0,1.0,1.0,9.0,5.0,,3.0,5.0,,,
1632,58,0,0.0,74,25,26,3,4.0,5.0,21.0,40.0,10.0,1.0,10.0,8.0,,2.0,4.0,,,
1633,59,0,0.0,73,24,27,9,0.0,4.0,12.0,17.0,5.0,3.0,11.0,7.0,,3.0,4.0,,,
1634,60,0,0.0,45,21,55,13,1.0,8.0,13.0,47.0,4.0,1.0,3.0,3.0,,3.0,2.0,,,
1635,61,1,2.0,73,40,27,7,5.0,6.0,16.0,42.0,13.0,7.0,5.0,3.0,,4.0,6.0,6.0,,
1636,62,1,2.0,52,24,48,12,1.0,5.0,21.0,20.0,12.0,6.0,22.0,15.0,,6.0,6.0,,,
1637,63,0,0.0,50,10,50,10,1.0,4.0,9.0,19.0,3.0,1.0,,34.0,,1.0,2.0,,,
1638,64,0,0.0,43,8,57,5,0.0,8.0,3.0,18.0,0.0,0.0,6.0,3.0,,0.0,1.0,,,
1639,65,1,2.0,62,19,48,13,6.0,1.0,28.0,13.0,10.0,4.0,13.0,9.0,,6.0,6.0,,,
1640,66,1,2.0,58,48,42,26,6.0,6.0,38.0,55.0,9.0,4.0,19.0,13.0,,4.0,6.0,7.0,,
1641,67,0,0.0,58,19,42,13,4.0,1.0,15.0,32.0,2.0,0.0,13.0,6.0,,3.0,4.0,,,
1642,68,0,0.0,60,20,40,8,4.0,5.0,10.0,21.0,9.0,3.0,5.0,4.0,,5.0,0.0,,,
1643,69,0,0.0,52,16,48,12,1.0,4.0,7.0,18.0,6.0,1.0,8.0,4.0,,4.0,2.0,,,
1644,70,1,2.0,43,22,57,22,5.0,6.0,30.0,30.0,12.0,5.0,12.0,8.0,,6.0,7.0,,,
1645,71,0,0.0,69,28,31,6,0.0,3.0,14.0,43.0,9.0,4.0,14.0,9.0,,3.0,6.0,,,
1646,72,1,2.0,72,45,28,16,5.0,2.0,26.0,29.0,13.0,3.0,13.0,10.0,,4.0,6.0,7.0,,
1647,73,1,2.0,50,16,50,14,0.0,1.0,11.0,6.0,8.0,5.0,6.0,5.0,,6.0,6.0,,,
1648,74,1,2.0,78,21,22,4,1.0,1.0,9.0,12.0,12.0,6.0,10.0,8.0,,6.0,6.0,,,
1649,75,0,1.0,61,32,39,11,1.0,2.0,21.0,29.0,13.0,4.0,14.0,7.0,,1.0,6.0,1.0,,
1650,0,1,3.0,57,39,43,20,11.0,2.0,38.0,16.0,10.0,5.0,23.0,17.0,,6.0,6.0,6.0,,
1651,1,1,3.0,67,85,33,31,12.0,3.0,57.0,32.0,15.0,2.0,46.0,39.0,,6.0,6.0,7.0,7.0,
1652,2,0,0.0,70,34,30,14,4.0,0.0,24.0,13.0,1.0,0.0,19.0,12.0,,2.0,4.0,3.0,,
1653,3,0,0.0,79,35,21,8,1.0,4.0,16.0,27.0,0.0,0.0,22.0,13.0,,2.0,2.0,4.0,,
1654,4,1,3.0,67,53,33,17,9.0,3.0,40.0,26.0,21.0,3.0,44.0,30.0,,6.0,7.0,7.0,,
1655,5,1,3.0,70,56,30,11,25.0,3.0,53.0,30.0,12.0,4.0,33.0,26.0,,6.0,6.0,7.0,,
1656,6,0,1.0,73,59,27,14,7.0,8.0,33.0,28.0,9.0,2.0,11.0,10.0,,3.0,4.0,6.0,3.0,
1657,7,1,3.0,71,55,29,16,15.0,2.0,40.0,26.0,10.0,2.0,38.0,27.0,,6.0,6.0,7.0,,
1658,8,1,3.0,70,45,30,16,16.0,2.0,41.0,19.0,6.0,4.0,11.0,8.0,,6.0,6.0,6.0,,
1659,9,0,0.0,54,40,46,22,4.0,2.0,22.0,15.0,6.0,0.0,23.0,15.0,,6.0,4.0,2.0,,
1660,10,1,3.0,67,64,33,23,16.0,0.0,52.0,21.0,16.0,5.0,50.0,32.0,,7.0,6.0,6.0,6.0,
1661,11,0,0.0,58,33,42,17,4.0,12.0,17.0,44.0,1.0,1.0,21.0,14.0,,4.0,2.0,3.0,,
1662,12,1,3.0,63,65,37,26,12.0,6.0,60.0,27.0,12.0,6.0,61.0,44.0,,6.0,6.0,6.0,6.0,
1663,13,0,1.0,63,48,37,24,7.0,1.0,23.0,34.0,2.0,1.0,27.0,14.0,,7.0,1.0,4.0,3.0,
1664,14,1,3.0,65,59,35,20,20.0,6.0,55.0,36.0,8.0,4.0,26.0,17.0,,7.0,6.0,7.0,,
1665,15,0,0.0,71,46,29,19,2.0,3.0,40.0,10.0,1.0,0.0,36.0,26.0,,6.0,4.0,3.0,,
1666,16,1,3.0,70,35,30,14,7.0,0.0,32.0,6.0,8.0,6.0,25.0,21.0,,6.0,6.0,6.0,,
1667,17,1,3.0,62,38,38,20,7.0,2.0,29.0,15.0,8.0,5.0,41.0,29.0,,6.0,6.0,6.0,,
1668,18,0,2.0,59,81,41,39,20.0,13.0,95.0,74.0,17.0,3.0,59.0,42.0,,3.0,6.0,6.0,7.0,4.0
1669,19,1,3.0,69,62,31,22,8.0,3.0,45.0,29.0,15.0,8.0,82.0,50.0,,6.0,7.0,6.0,6.0,
1670,20,1,3.0,68,40,32,17,11.0,4.0,39.0,17.0,21.0,5.0,17.0,11.0,,6.0,6.0,6.0,,
1671,21,0,0.0,60,34,40,12,12.0,7.0,29.0,30.0,2.0,0.0,21.0,10.0,,2.0,2.0,4.0,,
1672,22,1,3.0,47,42,53,26,6.0,9.0,29.0,47.0,14.0,8.0,34.0,20.0,,6.0,4.0,6.0,6.0,
1673,23,0,0.0,52,51,48,27,11.0,11.0,34.0,36.0,0.0,0.0,26.0,14.0,,4.0,6.0,5.0,,
1674,24,0,0.0,60,41,40,20,12.0,2.0,44.0,37.0,10.0,2.0,21.0,13.0,,4.0,5.0,3.0,,
1675,25,0,0.0,67,32,33,10,4.0,4.0,23.0,13.0,3.0,0.0,13.0,9.0,,3.0,3.0,3.0,,
1676,26,1,3.0,63,31,37,17,6.0,0.0,34.0,14.0,13.0,6.0,31.0,23.0,,6.0,6.0,6.0,,
1677,27,0,0.0,65,47,35,15,4.0,4.0,27.0,20.0,0.0,0.0,18.0,13.0,,1.0,6.0,6.0,,
1678,28,1,3.0,63,51,37,18,26.0,3.0,64.0,21.0,13.0,6.0,33.0,21.0,,6.0,4.0,6.0,6.0,
1679,29,0,0.0,57,41,43,22,1.0,6.0,28.0,42.0,9.0,5.0,30.0,16.0,,3.0,6.0,5.0,,
