,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
28,K Kanepi,A Kerber,3,0,0.0,2.0,44,17,56,10,1.0,9.0,15.0,29.0,1.0,1.0,7.0,6.0,,0.0,4.0,,,,44,17,56,14,2.0,3.0,16.0,9.0,11.0,5.0,6.0,6.0,,6.0,6.0,,,
29,F Pennetta,S Errani,2,1,2.0,0.0,58,24,42,11,7.0,0.0,33.0,19.0,7.0,6.0,21.0,13.0,,6.0,6.0,,,,93,16,7,1,0.0,1.0,12.0,18.0,9.0,2.0,16.0,9.0,,3.0,1.0,,,
30,S Williams,G Voskoboeva,2,1,2.0,0.0,64,21,36,11,4.0,1.0,16.0,13.0,7.0,5.0,8.0,6.0,,6.0,6.0,,,,57,16,43,7,3.0,3.0,15.0,19.0,1.0,0.0,10.0,5.0,,3.0,0.0,,,
31,C Wozniacki,C Scheepers,2,1,2.0,0.0,76,22,34,6,0.0,1.0,14.0,11.0,9.0,6.0,9.0,9.0,,6.0,6.0,,,,55,12,45,5,0.0,0.0,11.0,27.0,4.0,2.0,18.0,10.0,,1.0,2.0,,,
32,E Bouchard,A Kerber,2,0,1.0,2.0,47,27,53,27,2.0,7.0,41.0,43.0,14.0,6.0,38.0,26.0,,4.0,6.0,3.0,,,68,34,32,14,2.0,3.0,28.0,27.0,18.0,7.0,22.0,15.0,,6.0,2.0,6.0,,
33,A Wozniak,V Azarenka,2,0,0.0,2.0,48,10,52,4,0.0,8.0,10.0,35.0,5.0,3.0,10.0,5.0,,3.0,1.0,,,,65,25,35,8,3.0,5.0,16.0,19.0,10.0,7.0,8.0,7.0,,6.0,6.0,,,
34,C McHale,E Svitolina,2,1,2.0,1.0,66,52,34,21,7.0,5.0,34.0,57.0,10.0,3.0,13.0,6.0,,6.0,3.0,7.0,,,59,44,41,20,5.0,2.0,27.0,47.0,19.0,2.0,19.0,14.0,,4.0,6.0,5.0,,
35,A Ivanovic,A Dulgheru,2,1,2.0,0.0,64,39,36,12,2.0,4.0,18.0,21.0,6.0,4.0,6.0,5.0,,6.0,6.0,,,,79,33,21,5,1.0,2.0,10.0,26.0,6.0,0.0,9.0,6.0,,2.0,1.0,,,
36,P Ormaechea,S Lisicki,2,0,0.0,2.0,41,9,59,15,0.0,4.0,2.0,16.0,6.0,1.0,7.0,1.0,,2.0,3.0,,,,42,24,58,15,8.0,6.0,33.0,25.0,6.0,4.0,16.0,7.0,,6.0,6.0,,,
37,A Cornet,A Tomljanovic,2,1,2.0,0.0,56,28,44,12,4.0,6.0,19.0,19.0,11.0,6.0,15.0,9.0,,6.0,6.0,,,,55,13,45,9,0.0,4.0,14.0,39.0,9.0,2.0,15.0,9.0,,2.0,2.0,,,
38,D Hantuchova,V Duval,2,1,2.0,0.0,46,14,54,18,2.0,2.0,10.0,18.0,12.0,5.0,5.0,5.0,,6.0,6.0,,,,74,21,26,6,0.0,4.0,14.0,27.0,2.0,2.0,7.0,5.0,,2.0,3.0,,,
39,K Nara,S Cirstea,2,1,2.0,0.0,80,25,20,8,0.0,0.0,12.0,18.0,10.0,6.0,5.0,4.0,,7.0,6.0,,,,58,19,42,6,2.0,2.0,14.0,35.0,4.0,3.0,9.0,5.0,,5.0,1.0,,,
40,A Riske,M Barthel,2,1,2.0,0.0,62,26,38,11,0.0,1.0,18.0,12.0,12.0,4.0,15.0,11.0,,6.0,6.0,,,,57,21,43,15,5.0,3.0,18.0,21.0,4.0,1.0,26.0,11.0,,4.0,2.0,,,
41,S Kuznetsova,S Peng,2,1,2.0,1.0,54,39,46,19,5.0,3.0,41.0,39.0,13.0,6.0,34.0,22.0,,6.0,4.0,6.0,,,71,44,29,14,0.0,1.0,22.0,30.0,7.0,3.0,20.0,15.0,,1.0,6.0,4.0,,
42,S Arvidsson,N Li,2,0,0.0,2.0,67,18,33,8,1.0,2.0,4.0,19.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,,58,19,42,13,4.0,1.0,29.0,17.0,10.0,5.0,17.0,12.0,,6.0,6.0,,,
43,U Radwanska,S Stephens,2,0,0.0,2.0,67,10,33,7,0.0,1.0,5.0,15.0,0.0,0.0,10.0,6.0,,1.0,1.0,,,,67,20,33,8,2.0,0.0,24.0,11.0,10.0,5.0,16.0,14.0,,6.0,6.0,,,
44,V Williams,J Zheng,2,0,1.0,2.0,52,39,48,26,4.0,6.0,29.0,44.0,14.0,4.0,27.0,17.0,,3.0,6.0,6.0,,,74,49,26,15,1.0,3.0,18.0,31.0,13.0,4.0,16.0,11.0,,6.0,2.0,7.0,,
45,J Hampton,K Mladenovic,2,1,2.0,0.0,56,27,44,15,1.0,4.0,23.0,33.0,16.0,6.0,11.0,6.0,,7.0,6.0,,,,59,30,41,14,5.0,5.0,27.0,46.0,12.0,4.0,12.0,8.0,,5.0,4.0,,,
46,C Vandeweghe,C Suarez Navarro,2,0,0.0,2.0,47,14,53,10,2.0,5.0,18.0,37.0,2.0,2.0,9.0,7.0,,3.0,4.0,,,,82,27,18,7,0.0,0.0,6.0,14.0,6.0,4.0,2.0,2.0,,6.0,6.0,,,
47,L Robson,C Garcia,2,1,2.0,0.0,59,28,41,17,8.0,2.0,23.0,21.0,2.0,1.0,5.0,4.0,,6.0,7.0,,,,64,31,36,17,7.0,3.0,20.0,23.0,2.0,2.0,10.0,7.0,,4.0,6.0,,,
48,A Barty,A Pavlyuchenkova,2,0,0.0,2.0,52,13,48,10,3.0,2.0,3.0,2.0,0.0,0.0,,,,4.0,0.0,,,,55,21,45,11,4.0,2.0,4.0,2.0,5.0,4.0,,,,6.0,6.0,,,
49,P Kvitova,M Doi,1,1,2.0,1.0,73,47,27,11,3.0,4.0,29.0,29.0,11.0,5.0,16.0,13.0,,6.0,3.0,6.0,,,58,21,42,17,1.0,5.0,15.0,23.0,16.0,2.0,6.0,5.0,,2.0,6.0,1.0,,
50,C Wozniacki,Y Duan,1,1,2.0,0.0,69,28,31,12,2.0,3.0,11.0,11.0,14.0,6.0,1.0,1.0,,6.0,7.0,,,,65,24,35,8,0.0,4.0,34.0,46.0,10.0,3.0,9.0,8.0,,2.0,5.0,,,
51,D Pfizenmaier,V Azarenka,1,0,0.0,2.0,67,17,33,4,3.0,4.0,15.0,27.0,3.0,0.0,4.0,2.0,,0.0,0.0,,,,51,16,49,12,1.0,1.0,14.0,10.0,14.0,6.0,12.0,10.0,,6.0,6.0,,,
52,O Rogowska,S Errani,1,0,0.0,2.0,47,8,53,4,1.0,6.0,13.0,38.0,2.0,0.0,5.0,4.0,,0.0,0.0,,,,69,21,31,7,0.0,2.0,7.0,8.0,8.0,6.0,3.0,3.0,,6.0,6.0,,,
53,V Duval,S Stosur,1,1,2.0,1.0,63,49,37,19,0.0,7.0,23.0,35.0,13.0,6.0,20.0,10.0,,5.0,6.0,6.0,,,63,45,37,17,9.0,10.0,29.0,56.0,16.0,5.0,22.0,16.0,,7.0,4.0,4.0,,
54,A Ivanovic,A Tatishvili,1,1,2.0,0.0,62,17,48,11,2.0,2.0,16.0,17.0,9.0,7.0,7.0,4.0,,6.0,6.0,,,,63,13,47,4,0.0,5.0,8.0,22.0,5.0,2.0,5.0,3.0,,2.0,0.0,,,
55,J Goerges,C McHale,1,0,0.0,2.0,53,32,47,11,3.0,4.0,19.0,33.0,5.0,0.0,15.0,12.0,,4.0,3.0,,,,58,28,42,13,1.0,5.0,10.0,13.0,6.0,3.0,7.0,7.0,,6.0,6.0,,,
56,V Lepchenko,A Dulgheru,1,0,1.0,2.0,63,38,37,18,2.0,2.0,25.0,55.0,10.0,3.0,17.0,10.0,,7.0,2.0,6.0,,,64,51,36,19,0.0,10.0,26.0,42.0,9.0,5.0,19.0,14.0,,6.0,6.0,7.0,,
57,S Kuznetsova,M Burdette,1,1,2.0,0.0,63,26,37,12,5.0,1.0,15.0,23.0,11.0,4.0,5.0,4.0,,6.0,7.0,,,,68,27,32,15,0.0,3.0,15.0,33.0,1.0,1.0,9.0,5.0,,3.0,5.0,,,
58,B Jovanovski,A Petkovic,1,1,2.0,0.0,60,31,40,15,2.0,5.0,21.0,23.0,9.0,4.0,7.0,6.0,,6.0,6.0,,,,74,25,26,3,4.0,5.0,21.0,40.0,10.0,1.0,10.0,8.0,,2.0,4.0,,,
59,S Peng,Y Meusburger,1,1,2.0,0.0,54,18,46,16,3.0,0.0,35.0,30.0,14.0,5.0,27.0,18.0,,6.0,6.0,,,,73,24,27,9,0.0,4.0,12.0,17.0,5.0,3.0,11.0,7.0,,3.0,4.0,,,
60,A Cornet,M Koehler,1,1,2.0,0.0,53,19,47,18,0.0,4.0,8.0,20.0,7.0,4.0,6.0,5.0,,6.0,6.0,,,,45,21,55,13,1.0,8.0,13.0,47.0,4.0,1.0,3.0,3.0,,3.0,2.0,,,
61,H Watson,S Halep,1,0,1.0,2.0,54,29,46,16,1.0,8.0,23.0,60.0,8.0,5.0,15.0,12.0,,6.0,4.0,2.0,,,73,40,27,7,5.0,6.0,16.0,42.0,13.0,7.0,5.0,3.0,,4.0,6.0,6.0,,
62,K Flipkens,V Williams,1,0,0.0,2.0,46,15,54,7,1.0,6.0,16.0,19.0,8.0,1.0,16.0,13.0,,1.0,2.0,,,,52,24,48,12,1.0,5.0,21.0,20.0,12.0,6.0,22.0,15.0,,6.0,6.0,,,
63,A.Radwanska,S.Soler-Espinosa,1,1,2.0,0.0,72,26,28,6,3.0,0.0,21.0,13.0,8.0,5.0,,62.0,,6.0,6.0,,,,50,10,50,10,1.0,4.0,9.0,19.0,3.0,1.0,,34.0,,1.0,2.0,,,
64,S Williams,F Schiavone,1,1,2.0,0.0,51,13,49,12,1.0,0.0,13.0,8.0,9.0,6.0,8.0,6.0,,6.0,6.0,,,,43,8,57,5,0.0,8.0,3.0,18.0,0.0,0.0,6.0,3.0,,0.0,1.0,,,
65,O Govortsova,N Li,1,0,0.0,2.0,68,22,42,6,3.0,4.0,11.0,17.0,0.0,0.0,6.0,3.0,,2.0,2.0,,,,62,19,48,13,6.0,1.0,28.0,13.0,10.0,4.0,13.0,9.0,,6.0,6.0,,,
66,M Minella,S Stephens,1,0,1.0,2.0,65,43,35,18,1.0,2.0,15.0,37.0,15.0,4.0,18.0,10.0,,6.0,3.0,6.0,,,58,48,42,26,6.0,6.0,38.0,55.0,9.0,4.0,19.0,13.0,,4.0,6.0,7.0,,
67,J Jankovic,M Keys,1,1,2.0,0.0,64,28,36,14,1.0,2.0,8.0,21.0,3.0,2.0,15.0,9.0,,6.0,6.0,,,,58,19,42,13,4.0,1.0,15.0,32.0,2.0,0.0,13.0,6.0,,3.0,4.0,,,
68,L Robson,L Dominguez Lino,1,1,2.0,0.0,57,27,43,7,6.0,8.0,33.0,30.0,14.0,7.0,19.0,10.0,,7.0,6.0,,,,60,20,40,8,4.0,5.0,10.0,21.0,9.0,3.0,5.0,4.0,,5.0,0.0,,,
69,J Hampton,L Arruabarrena,1,1,2.0,0.0,61,27,39,13,3.0,3.0,28.0,32.0,7.0,4.0,25.0,20.0,,6.0,6.0,,,,52,16,48,12,1.0,4.0,7.0,18.0,6.0,1.0,8.0,4.0,,4.0,2.0,,,
70,V Dushevina,S Lisicki,1,0,0.0,2.0,54,21,46,14,1.0,5.0,11.0,29.0,7.0,3.0,12.0,6.0,,2.0,6.0,,,,43,22,57,22,5.0,6.0,30.0,30.0,12.0,5.0,12.0,8.0,,6.0,7.0,,,
71,P Ormaechea,K Date-Krumm,1,1,2.0,0.0,59,32,41,10,2.0,5.0,24.0,35.0,13.0,6.0,8.0,5.0,,6.0,7.0,,,,69,28,31,6,0.0,3.0,14.0,43.0,9.0,4.0,14.0,9.0,,3.0,6.0,,,
72,K Pliskova,E Bouchard,1,0,1.0,2.0,53,48,47,21,6.0,4.0,35.0,51.0,7.0,2.0,23.0,16.0,,6.0,4.0,5.0,,,72,45,28,16,5.0,2.0,26.0,29.0,13.0,3.0,13.0,10.0,,4.0,6.0,7.0,,
73,L Hradecka,A Kerber,1,0,0.0,2.0,49,17,51,4,3.0,7.0,20.0,31.0,0.0,0.0,6.0,4.0,,1.0,1.0,,,,50,16,50,14,0.0,1.0,11.0,6.0,8.0,5.0,6.0,5.0,,6.0,6.0,,,
74,L Davis,C Suarez Navarro,1,0,0.0,2.0,63,12,37,3,0.0,4.0,6.0,26.0,2.0,0.0,4.0,0.0,,0.0,0.0,,,,78,21,22,4,1.0,1.0,9.0,12.0,12.0,6.0,10.0,8.0,,6.0,6.0,,,
75,K Mladenovic,A Medina Garrigues,1,1,2.0,1.0,51,29,49,15,8.0,1.0,49.0,41.0,25.0,7.0,30.0,19.0,,6.0,1.0,6.0,,,61,32,39,11,1.0,2.0,21.0,29.0,13.0,4.0,14.0,7.0,,1.0,6.0,1.0,,
0,B.Becker,A.Murray,1,0,0.0,3.0,59,29,41,14,5.0,1.0,26.0,18.0,5.0,1.0,28.0,19.0,,4.0,3.0,2.0,,,57,39,43,20,11.0,2.0,38.0,16.0,10.0,5.0,23.0,17.0,,6.0,6.0,6.0,,
1,J.Ward,Y-H.Lu,1,0,1.0,3.0,62,77,38,35,18.0,4.0,60.0,28.0,13.0,1.0,27.0,19.0,,7.0,4.0,6.0,6.0,,67,85,33,31,12.0,3.0,57.0,32.0,15.0,2.0,46.0,39.0,,6.0,6.0,7.0,7.0,
2,N.Mahut,J.Hajek,1,1,3.0,0.0,72,44,28,10,17.0,3.0,41.0,18.0,8.0,5.0,26.0,17.0,,6.0,6.0,6.0,,,70,34,30,14,4.0,0.0,24.0,13.0,1.0,0.0,19.0,12.0,,2.0,4.0,3.0,,
3,T.Robredo,A.Bogomolov Jr.,1,1,3.0,0.0,77,40,23,12,6.0,0.0,25.0,11.0,14.0,5.0,14.0,11.0,,6.0,6.0,6.0,,,79,35,21,8,1.0,4.0,16.0,27.0,0.0,0.0,22.0,13.0,,2.0,2.0,4.0,,
4,R.Haase,M.Youzhny,1,0,0.0,3.0,68,61,32,15,7.0,2.0,32.0,29.0,2.0,0.0,29.0,20.0,,4.0,5.0,5.0,,,67,53,33,17,9.0,3.0,40.0,26.0,21.0,3.0,44.0,30.0,,6.0,7.0,7.0,,
5,M.Gicquel,V.Pospisil,1,0,0.0,3.0,59,41,41,27,7.0,6.0,22.0,28.0,6.0,1.0,11.0,6.0,,3.0,2.0,6.0,,,70,56,30,11,25.0,3.0,53.0,30.0,12.0,4.0,33.0,26.0,,6.0,6.0,7.0,,
6,A.Kuznetsov,A.Montanes,1,1,3.0,1.0,63,56,37,21,21.0,3.0,56.0,32.0,16.0,4.0,21.0,15.0,,6.0,6.0,3.0,6.0,,73,59,27,14,7.0,8.0,33.0,28.0,9.0,2.0,11.0,10.0,,3.0,4.0,6.0,3.0,
7,J.Tipsarevic,V.Troicki,1,0,0.0,3.0,61,47,39,21,3.0,1.0,28.0,16.0,4.0,0.0,33.0,24.0,,3.0,4.0,6.0,,,71,55,29,16,15.0,2.0,40.0,26.0,10.0,2.0,38.0,27.0,,6.0,6.0,7.0,,
8,M.Baghdatis,M.Cilic,1,0,0.0,3.0,61,31,39,16,4.0,5.0,20.0,18.0,1.0,1.0,14.0,9.0,,3.0,4.0,4.0,,,70,45,30,16,16.0,2.0,41.0,19.0,6.0,4.0,11.0,8.0,,6.0,6.0,6.0,,
9,K.De Schepper,P.Lorenzi,1,1,3.0,0.0,67,56,33,21,22.0,6.0,61.0,29.0,8.0,3.0,47.0,35.0,,7.0,6.0,6.0,,,54,40,46,22,4.0,2.0,22.0,15.0,6.0,0.0,23.0,15.0,,6.0,4.0,2.0,,
10,L.Lacko,R.Ram,1,0,1.0,3.0,64,66,36,18,13.0,2.0,55.0,40.0,3.0,1.0,22.0,15.0,,5.0,4.0,7.0,2.0,,67,64,33,23,16.0,0.0,52.0,21.0,16.0,5.0,50.0,32.0,,7.0,6.0,6.0,6.0,
11,J.Monaco,B.Knittel,1,1,3.0,0.0,78,46,22,9,6.0,2.0,19.0,20.0,14.0,6.0,9.0,7.0,,6.0,6.0,6.0,,,58,33,42,17,4.0,12.0,17.0,44.0,1.0,1.0,21.0,14.0,,4.0,2.0,3.0,,
12,T.Kamke,J.Benneteau,1,0,1.0,3.0,69,60,31,14,3.0,2.0,33.0,33.0,7.0,2.0,34.0,25.0,,4.0,7.0,4.0,2.0,,63,65,37,26,12.0,6.0,60.0,27.0,12.0,6.0,61.0,44.0,,6.0,6.0,6.0,6.0,
13,F.Verdasco,X.Malisse,1,1,3.0,1.0,63,58,37,21,20.0,7.0,64.0,29.0,11.0,6.0,25.0,18.0,,6.0,6.0,6.0,6.0,,63,48,37,24,7.0,1.0,23.0,34.0,2.0,1.0,27.0,14.0,,7.0,1.0,4.0,3.0,
14,E.Roger-Vasselin,E.Gulbis,1,0,0.0,3.0,66,48,34,21,5.0,5.0,42.0,30.0,11.0,2.0,49.0,29.0,,6.0,4.0,5.0,,,65,59,35,20,20.0,6.0,55.0,36.0,8.0,4.0,26.0,17.0,,7.0,6.0,7.0,,
15,J-W.Tsonga,D.Goffin,1,1,3.0,0.0,68,54,32,15,18.0,2.0,47.0,13.0,6.0,3.0,48.0,32.0,,7.0,6.0,6.0,,,71,46,29,19,2.0,3.0,40.0,10.0,1.0,0.0,36.0,26.0,,6.0,4.0,3.0,,
16,V.Hanescu,R.Federer,1,0,0.0,3.0,85,26,15,3,3.0,1.0,14.0,13.0,0.0,0.0,22.0,8.0,,3.0,2.0,0.0,,,70,35,30,14,7.0,0.0,32.0,6.0,8.0,6.0,25.0,21.0,,6.0,6.0,6.0,,
17,R.Dutra Silva,S.Stakhovsky,1,0,0.0,3.0,54,27,46,17,1.0,3.0,17.0,22.0,2.0,0.0,21.0,11.0,,4.0,0.0,4.0,,,62,38,38,20,7.0,2.0,29.0,15.0,8.0,5.0,41.0,29.0,,6.0,6.0,6.0,,
18,J.Reister,L.Rosol,1,1,3.0,2.0,68,102,32,27,22.0,10.0,55.0,44.0,19.0,4.0,34.0,22.0,,6.0,4.0,7.0,6.0,6.0,59,81,41,39,20.0,13.0,95.0,74.0,17.0,3.0,59.0,42.0,,3.0,6.0,6.0,7.0,4.0
19,F.Fognini,J.Melzer,1,0,1.0,3.0,66,52,34,21,3.0,2.0,49.0,33.0,12.0,4.0,37.0,24.0,,7.0,5.0,3.0,2.0,,69,62,31,22,8.0,3.0,45.0,29.0,15.0,8.0,82.0,50.0,,6.0,7.0,6.0,6.0,
20,K.Edmund,J.Janowicz,1,0,0.0,3.0,71,39,29,10,4.0,3.0,17.0,12.0,4.0,0.0,11.0,9.0,,2.0,2.0,4.0,,,68,40,32,17,11.0,4.0,39.0,17.0,21.0,5.0,17.0,11.0,,6.0,6.0,6.0,,
21,R.Stepanek,M.Reid,1,1,3.0,0.0,66,37,34,17,8.0,1.0,35.0,19.0,12.0,5.0,43.0,33.0,,6.0,6.0,6.0,,,60,34,40,12,12.0,7.0,29.0,30.0,2.0,0.0,21.0,10.0,,2.0,2.0,4.0,,
22,M.Matosevic,G.Rufin,1,0,1.0,3.0,53,43,47,22,6.0,3.0,29.0,36.0,12.0,4.0,31.0,17.0,,1.0,6.0,4.0,3.0,,47,42,53,26,6.0,9.0,29.0,47.0,14.0,8.0,34.0,20.0,,6.0,4.0,6.0,6.0,
23,N.Almagro,J.Zopp,1,1,3.0,0.0,55,43,45,29,11.0,4.0,36.0,14.0,10.0,2.0,21.0,18.0,,6.0,7.0,7.0,,,52,51,48,27,11.0,11.0,34.0,36.0,0.0,0.0,26.0,14.0,,4.0,6.0,5.0,,
24,L.Hewitt,S.Wawrinka,1,1,3.0,0.0,57,37,43,26,5.0,1.0,32.0,11.0,15.0,6.0,31.0,20.0,,6.0,7.0,6.0,,,60,41,40,20,12.0,2.0,44.0,37.0,10.0,2.0,21.0,13.0,,4.0,5.0,3.0,,
25,D.Brown,G.Garcia-Lopez,1,1,3.0,0.0,75,47,25,12,9.0,2.0,46.0,21.0,7.0,4.0,41.0,29.0,,6.0,6.0,6.0,,,67,32,33,10,4.0,4.0,23.0,13.0,3.0,0.0,13.0,9.0,,3.0,3.0,3.0,,
26,P.Andujar,A.Mannarino,1,0,0.0,3.0,60,32,40,12,1.0,3.0,15.0,20.0,0.0,0.0,15.0,11.0,,1.0,2.0,3.0,,,63,31,37,17,6.0,0.0,34.0,14.0,13.0,6.0,31.0,23.0,,6.0,6.0,6.0,,
27,J.Isner,E.Donskoy,1,1,3.0,0.0,75,55,25,19,22.0,1.0,40.0,20.0,4.0,2.0,24.0,16.0,,6.0,7.0,7.0,,,65,47,35,15,4.0,4.0,27.0,20.0,0.0,0.0,18.0,13.0,,1.0,6.0,6.0,,
28,A.Ungur,B.Paire,1,0,1.0,3.0,59,43,41,25,2.0,5.0,26.0,21.0,2.0,2.0,25.0,14.0,,4.0,6.0,3.0,1.0,,63,51,37,18,26.0,3.0,64.0,21.0,13.0,6.0,33.0,21.0,,6.0,4.0,6.0,6.0,
29,S.Robert,A.Falla,1,1,3.0,0.0,68,50,32,13,5.0,4.0,37.0,30.0,15.0,7.0,24.0,18.0,,6.0,7.0,7.0,,,57,41,43,22,1.0,6.0,28.0,42.0,9.0,5.0,30.0,16.0,,3.0,6.0,5.0,,
30,L.Kubot,I.Andreev,1,1,3.0,0.0,60,34,40,16,11.0,6.0,43.0,18.0,11.0,7.0,37.0,28.0,,6.0,7.0,6.0,,,69,28,31,9,5.0,2.0,20.0,21.0,3.0,2.0,9.0,4.0,,1.0,5.0,2.0,,
31,R.Nadal,S.Darcis,1,0,0.0,3.0,67,52,33,21,6.0,3.0,32.0,24.0,7.0,2.0,36.0,28.0,,6.0,6.0,4.0,,,60,53,40,28,13.0,2.0,53.0,24.0,11.0,3.0,46.0,32.0,,7.0,7.0,6.0,,
32,A.Ramos,J.Del Potro,1,0,0.0,3.0,58,30,42,8,7.0,4.0,29.0,23.0,6.0,1.0,16.0,9.0,,2.0,5.0,1.0,,,73,45,27,12,10.0,1.0,34.0,10.0,8.0,6.0,11.0,9.0,,6.0,7.0,6.0,,
33,G.Pella,J.Levine,1,0,2.0,3.0,65,58,35,26,15.0,3.0,50.0,33.0,19.0,4.0,30.0,22.0,,4.0,2.0,6.0,6.0,3.0,63,63,37,29,18.0,10.0,61.0,53.0,8.0,5.0,46.0,34.0,,6.0,6.0,4.0,3.0,4.0
34,G.Zemlja,M.Russell,1,1,3.0,1.0,68,67,32,20,18.0,5.0,68.0,33.0,10.0,6.0,44.0,31.0,,6.0,6.0,6.0,6.0,,66,60,34,17,10.0,5.0,38.0,36.0,11.0,2.0,30.0,20.0,,7.0,4.0,4.0,1.0,
35,G.Dimitrov,S.Bolelli,1,1,3.0,0.0,73,43,27,10,15.0,2.0,26.0,9.0,11.0,5.0,16.0,12.0,,6.0,6.0,6.0,,,59,34,41,13,4.0,2.0,20.0,28.0,0.0,0.0,12.0,5.0,,1.0,4.0,3.0,,
36,D.Istomin,A.Seppi,1,0,2.0,3.0,62,78,38,32,17.0,2.0,60.0,40.0,7.0,3.0,23.0,14.0,,6.0,6.0,7.0,6.0,3.0,61,84,39,36,13.0,5.0,47.0,49.0,5.0,2.0,26.0,17.0,,7.0,7.0,5.0,3.0,6.0
37,M.Llodra,J.Nieminen,1,1,3.0,0.0,62,43,38,21,17.0,4.0,43.0,15.0,6.0,3.0,47.0,32.0,,7.0,6.0,6.0,,,65,44,35,18,3.0,3.0,24.0,14.0,1.0,1.0,15.0,9.0,,6.0,4.0,3.0,,
38,L.Mayer,A.Bedene,1,1,3.0,0.0,63,47,37,20,13.0,4.0,41.0,33.0,7.0,4.0,24.0,16.0,,6.0,6.0,6.0,,,60,34,40,16,7.0,3.0,19.0,30.0,6.0,0.0,10.0,5.0,,2.0,3.0,4.0,,
39,K.Nishikori,M.Ebden,1,1,3.0,0.0,67,37,33,19,1.0,2.0,32.0,14.0,11.0,6.0,26.0,17.0,,6.0,6.0,6.0,,,61,39,39,12,8.0,6.0,20.0,25.0,2.0,1.0,23.0,15.0,,2.0,4.0,3.0,,
40,I.Dodig,P.Kohlschreiber,1,1,3.0,2.0,65,84,35,25,20.0,8.0,69.0,30.0,12.0,2.0,54.0,36.0,,4.0,6.0,7.0,6.0,2.0,57,75,43,37,14.0,3.0,60.0,34.0,6.0,1.0,39.0,23.0,,6.0,7.0,6.0,3.0,1.0
41,J.Duckworth,D.Kudla,1,0,2.0,3.0,58,63,42,20,19.0,5.0,53.0,44.0,17.0,4.0,47.0,32.0,,4.0,2.0,6.0,6.0,1.0,61,63,39,35,5.0,3.0,44.0,31.0,15.0,7.0,47.0,31.0,,6.0,6.0,3.0,4.0,6.0
42,A.Kuznetsov,I.Sijsling,1,0,0.0,3.0,61,39,39,11,8.0,1.0,39.0,18.0,6.0,0.0,17.0,12.0,,3.0,4.0,4.0,,,60,49,40,21,12.0,9.0,39.0,17.0,4.0,3.0,26.0,16.0,,6.0,6.0,6.0,,
43,M.Raonic,C.Berlocq,1,1,3.0,0.0,71,45,29,13,19.0,5.0,54.0,18.0,12.0,4.0,27.0,17.0,,6.0,6.0,6.0,,,64,42,36,18,4.0,2.0,23.0,13.0,1.0,0.0,25.0,16.0,,4.0,3.0,3.0,,
44,G.Elias,A.Dolgopolov,1,0,0.0,3.0,43,22,57,26,0.0,6.0,14.0,20.0,2.0,1.0,22.0,12.0,,1.0,6.0,2.0,,,64,38,36,19,7.0,0.0,38.0,17.0,10.0,5.0,42.0,27.0,,6.0,7.0,6.0,,
45,H.Zeballos,S.Giraldo,1,0,2.0,3.0,61,66,39,37,17.0,6.0,66.0,55.0,9.0,2.0,46.0,28.0,,6.0,6.0,7.0,1.0,3.0,73,76,27,30,13.0,0.0,47.0,39.0,9.0,5.0,27.0,15.0,,3.0,7.0,6.0,6.0,6.0
46,R.Bautista Agut,T.Gabashvili,1,1,3.0,0.0,75,63,25,16,6.0,1.0,31.0,25.0,10.0,4.0,20.0,15.0,,6.0,6.0,7.0,,,58,40,42,21,5.0,5.0,38.0,52.0,8.0,2.0,26.0,16.0,,3.0,4.0,6.0,,
47,D.Ferrer,M.Alund,1,1,3.0,1.0,68,57,32,15,7.0,6.0,31.0,22.0,12.0,6.0,30.0,26.0,,6.0,4.0,7.0,6.0,,74,53,26,13,8.0,2.0,28.0,23.0,3.0,2.0,23.0,14.0,,1.0,6.0,5.0,2.0,
48,M.Klizan,T.Berdych,1,0,0.0,3.0,64,38,36,18,5.0,6.0,28.0,24.0,3.0,0.0,24.0,11.0,,3.0,4.0,4.0,,,62,47,38,17,6.0,1.0,31.0,14.0,9.0,3.0,26.0,20.0,,6.0,6.0,6.0,,
49,D.Brands,D.Gimeno-Traver,1,1,3.0,2.0,65,90,35,38,19.0,3.0,59.0,41.0,8.0,3.0,46.0,30.0,,7.0,6.0,6.0,6.0,6.0,69,93,31,27,20.0,3.0,64.0,37.0,4.0,0.0,18.0,10.0,,6.0,7.0,7.0,1.0,4.0
50,P.Petzschner,M.Przysiezny,1,0,0.0,3.0,65,31,35,11,3.0,0.0,19.0,26.0,4.0,1.0,26.0,14.0,,3.0,6.0,0.0,,,56,41,44,21,4.0,2.0,29.0,20.0,8.0,5.0,27.0,22.0,,6.0,7.0,6.0,,
